,name_dk_wk5,position_dk_wk5,team_draft_wk5,opponent_fd_wk5,salary_dk_wk5,salary_fd_wk5,salary_draft_wk5,fd_adj_wk5,draft_adj_wk5,adj_fd-dk_wk5,adj_draft-dk_wk5,fd-dk_wk5,draft-dk_wk5,draft-fd_wk5,ppg_draft_wk5,ppg_dk_wk5,ppg_fd_wk5,ppg_diff_wk5
156,Cody Kessler,QB,Patriots,,4100.0,,10000.0,,5000.0,,900.0,,5900.0,,0.0,0.0,,
157,Colt McCoy,QB,Redskins,NE,4100.0,6000.0,10000.0,5000.0,5000.0,900.0,900.0,1900.0,5900.0,4000.0,0.0,0.0,10.1,-10.1
158,Brandon Allen,QB,Broncos,LAC,4100.0,6000.0,10000.0,5000.0,5000.0,900.0,900.0,1900.0,5900.0,4000.0,0.0,0.0,0.0,0.0
159,Tyrod Taylor,QB,Chargers,DEN,4100.0,6000.0,10000.0,5000.0,5000.0,900.0,900.0,1900.0,5900.0,4000.0,0.04,0.04,0.1,-0.06
160,Cooper Rush,QB,Cowboys,GB,4100.0,6000.0,10000.0,5000.0,5000.0,900.0,900.0,1900.0,5900.0,4000.0,0.0,0.0,0.0,0.0
161,Tim Boyle,QB,Packers,DAL,4100.0,6000.0,10000.0,5000.0,5000.0,900.0,900.0,1900.0,5900.0,4000.0,0.0,0.0,0.0,0.0
162,Will Grier,QB,Panthers,JAC,4000.0,6000.0,10000.0,5000.0,5000.0,1000.0,1000.0,2000.0,6000.0,4000.0,0.0,0.0,0.0,0.0
163,Greg Olsen,TE,Panthers,JAC,4000.0,5700.0,7300.0,4750.0,3650.0,750.0,-350.0,1700.0,3300.0,1600.0,13.9,13.9,10.9,3.0
164,Jake Dolegala,QB,Bengals,ARI,4000.0,6000.0,10000.0,5000.0,5000.0,1000.0,1000.0,2000.0,6000.0,4000.0,0.0,0.0,0.0,0.0
165,Giovani Bernard,RB,Bengals,ARI,4000.0,5000.0,7800.0,4167.0,3900.0,167.0,-100.0,1000.0,3800.0,2800.0,4.6,4.92,3.8,1.12
166,Damiere Byrd,WR,Cardinals,CIN,4000.0,4700.0,7100.0,3917.0,3550.0,-83.0,-450.0,700.0,3100.0,2400.0,7.2,7.2,5.2,2.0
167,Alex McGough,QB,Texans,ATL,4000.0,6000.0,10000.0,5000.0,5000.0,1000.0,1000.0,2000.0,6000.0,4000.0,0.0,0.0,0.0,0.0
168,Alex Tanney,QB,Giants,MIN,4000.0,6000.0,10000.0,5000.0,5000.0,1000.0,1000.0,2000.0,6000.0,4000.0,0.0,0.0,0.0,0.0
169,Alexander Mattison,RB,Vikings,NYG,4000.0,4900.0,7800.0,4083.0,3900.0,83.0,-100.0,900.0,3800.0,2900.0,5.37,5.38,5.2,0.18
170,Elijhaa Penny,RB,Giants,MIN,4000.0,5000.0,7800.0,4167.0,3900.0,167.0,-100.0,1000.0,3800.0,2800.0,0.37,0.38,0.8,-0.42
171,Hunter Renfrow,WR,Raiders,CHI,4000.0,4800.0,7800.0,4000.0,3900.0,0.0,-100.0,800.0,3800.0,3000.0,4.97,4.98,3.6,1.38
172,Nate Sudfeld,QB,Eagles,NYJ,4000.0,6000.0,10000.0,5000.0,5000.0,1000.0,1000.0,2000.0,6000.0,4000.0,0.0,0.0,2.3,-2.3
173,Trace McSorley,QB,Ravens,PIT,4000.0,6000.0,10000.0,5000.0,5000.0,1000.0,1000.0,2000.0,6000.0,4000.0,0.0,0.0,0.0,0.0
174,Easton Stick,QB,Chargers,DEN,4000.0,6000.0,10000.0,5000.0,5000.0,1000.0,1000.0,2000.0,6000.0,4000.0,0.0,0.0,0.0,0.0
175,Ito Smith,RB,Falcons,HOU,3900.0,4800.0,7700.0,4000.0,3850.0,100.0,-50.0,900.0,3800.0,2900.0,5.65,5.65,5.0,0.65
176,O.J. Howard,TE,Buccaneers,NO,3900.0,5400.0,7000.0,4500.0,3500.0,600.0,-400.0,1500.0,3100.0,1600.0,5.52,5.52,5.4,0.12
177,Taylor Gabriel,WR,Bears,OAK,3900.0,4800.0,7700.0,4000.0,3850.0,100.0,-50.0,900.0,3800.0,2900.0,13.36,13.37,11.9,1.47
178,Anthony Miller,WR,Bears,OAK,3900.0,5100.0,7200.0,4250.0,3600.0,350.0,-300.0,1200.0,3300.0,2100.0,1.7,1.7,1.2,0.5
179,JJ Arcega-Whiteside,WR,Eagles,NYJ,3900.0,4600.0,7700.0,3833.0,3850.0,-67.0,-50.0,700.0,3800.0,3100.0,0.85,0.85,1.2,-0.35
180,Delanie Walker,TE,Titans,BUF,3900.0,5300.0,7000.0,4417.0,3500.0,517.0,-400.0,1400.0,3100.0,1700.0,11.3,11.3,9.2,2.1
181,Adrian Peterson,RB,Redskins,NE,3900.0,5300.0,7300.0,4417.0,3650.0,517.0,-250.0,1400.0,3400.0,2000.0,6.13,6.13,5.6,0.53
182,Bears,DST,Bears,OAK,3800.0,5000.0,6400.0,4167.0,3200.0,367.0,-600.0,1200.0,2600.0,1400.0,13.0,13.0,13.0,0.0
183,Gus Edwards,RB,Ravens,PIT,3800.0,5100.0,7000.0,4250.0,3500.0,450.0,-300.0,1300.0,3200.0,1900.0,5.02,5.02,4.7,0.32
184,Vance McDonald,TE,Steelers,BAL,3800.0,5500.0,7000.0,4583.0,3500.0,783.0,-300.0,1700.0,3200.0,1500.0,10.26,10.27,8.6,1.67
185,T.J. Yeldon,RB,Bills,TEN,3800.0,4800.0,6900.0,4000.0,3450.0,200.0,-350.0,1000.0,3100.0,2100.0,4.17,4.18,6.3,-2.12
186,Adam Humphries,WR,Titans,BUF,3800.0,5000.0,7000.0,4167.0,3500.0,367.0,-300.0,1200.0,3200.0,2000.0,5.57,5.58,4.2,1.38
187,Justin Jackson,RB,Chargers,DEN,3800.0,5000.0,7400.0,4167.0,3700.0,367.0,-100.0,1200.0,3600.0,2400.0,7.16,7.17,6.2,0.97
188,Jake Kumerow,WR,Packers,DAL,3800.0,4500.0,7400.0,3750.0,3700.0,-50.0,-100.0,700.0,3600.0,2900.0,1.1,1.1,1.7,-0.6
189,Jason Witten,TE,Cowboys,GB,3800.0,5000.0,7400.0,4167.0,3700.0,367.0,-100.0,1200.0,3600.0,2400.0,9.85,9.85,7.8,2.05
190,Chase Edmonds,RB,Cardinals,CIN,3700.0,4700.0,7300.0,3917.0,3650.0,217.0,-50.0,1000.0,3600.0,2600.0,2.85,2.85,2.5,0.35
191,Latavius Murray,RB,Saints,TB,3700.0,5200.0,7300.0,4333.0,3650.0,633.0,-50.0,1500.0,3600.0,2100.0,4.8,4.8,4.3,0.5
192,Ted Ginn Jr.,WR,Saints,TB,3700.0,5000.0,7300.0,4167.0,3650.0,467.0,-50.0,1300.0,3600.0,2300.0,7.12,7.12,6.5,0.62
193,Tre'Quan Smith,WR,Saints,TB,3700.0,5200.0,7700.0,4333.0,3850.0,633.0,150.0,1500.0,4000.0,2500.0,9.25,9.25,8.0,1.25
194,Jalen Richard,RB,Raiders,CHI,3700.0,5000.0,7400.0,4167.0,3700.0,467.0,0.0,1300.0,3700.0,2400.0,2.87,2.88,2.1,0.78
195,Cordarrelle Patterson,WR,Bears,OAK,3700.0,4500.0,7300.0,3750.0,3650.0,50.0,-50.0,800.0,3600.0,2800.0,2.7,2.7,2.3,0.4
196,Mack Hollins,WR,Eagles,NYJ,3700.0,4800.0,7300.0,4000.0,3650.0,300.0,-50.0,1100.0,3600.0,2500.0,5.62,5.62,5.8,-0.18
197,Eagles,DST,Eagles,NYJ,3700.0,4900.0,6500.0,4083.0,3250.0,383.0,-450.0,1200.0,2800.0,1600.0,3.75,3.75,3.8,-0.05
198,Justice Hill,RB,Ravens,PIT,3700.0,4500.0,7400.0,3750.0,3700.0,50.0,0.0,800.0,3700.0,2900.0,2.22,2.22,1.9,0.32
199,Donte Moncrief,WR,Steelers,BAL,3700.0,4900.0,7400.0,4083.0,3700.0,383.0,0.0,1200.0,3700.0,2500.0,1.85,1.23,1.1,0.13
200,Jakobi Meyers,WR,Patriots,WAS,3700.0,4500.0,6200.0,3750.0,3100.0,50.0,-600.0,800.0,2500.0,1700.0,3.0,3.0,3.8,-0.8
201,Ben Watson,TE,Patriots,WAS,3700.0,5200.0,6500.0,4333.0,3250.0,633.0,-450.0,1500.0,2800.0,1300.0,0.0,0.0,5.3,-5.3
202,DaeSean Hamilton,WR,Broncos,LAC,3700.0,4900.0,7300.0,4083.0,3650.0,383.0,-50.0,1200.0,3600.0,2400.0,3.67,3.68,3.7,-0.02
203,Keelan Cole,WR,Jaguars,CAR,3600.0,4500.0,7000.0,3750.0,3500.0,150.0,-100.0,900.0,3400.0,2500.0,0.72,0.72,2.4,-1.68
204,Qadree Ollison,RB,Falcons,HOU,3600.0,4700.0,6200.0,3917.0,3100.0,317.0,-500.0,1100.0,2600.0,1500.0,0.0,0.0,0.0,0.0
205,Demaryius Thomas,WR,Jets,PHI,3600.0,4500.0,7000.0,3750.0,3500.0,150.0,-100.0,900.0,3400.0,2500.0,0.9,0.9,0.4,0.5
206,Ravens,DST,Ravens,PIT,3600.0,4500.0,6500.0,3750.0,3250.0,150.0,-350.0,900.0,2900.0,2000.0,4.0,4.0,4.0,0.0
207,Dion Lewis,RB,Titans,BUF,3600.0,4900.0,7000.0,4083.0,3500.0,483.0,-100.0,1300.0,3400.0,2100.0,3.92,3.92,2.8,1.12
208,Hunter Henry,TE,Chargers,DEN,3600.0,6200.0,7000.0,5167.0,3500.0,1567.0,-100.0,2600.0,3400.0,800.0,10.0,10.0,8.0,2.0
209,Auden Tate,WR,Bengals,ARI,3500.0,5300.0,7000.0,4417.0,3500.0,917.0,0.0,1800.0,3500.0,1700.0,7.7,8.13,6.0,2.13
210,KeeSean Johnson,WR,Cardinals,CIN,3500.0,4600.0,6900.0,3833.0,3450.0,333.0,-50.0,1100.0,3400.0,2300.0,5.97,5.98,4.6,1.38
211,Dare Ogunbowale,RB,Buccaneers,NO,3500.0,4500.0,6400.0,3750.0,3200.0,250.0,-300.0,1000.0,2900.0,1900.0,4.77,4.78,3.4,1.38
212,Breshad Perriman,WR,Buccaneers,NO,3500.0,4600.0,7000.0,3833.0,3500.0,333.0,0.0,1100.0,3500.0,2400.0,1.47,1.48,1.1,0.38
213,Javon Wims,WR,Bears,OAK,3500.0,4500.0,7000.0,3750.0,3500.0,250.0,0.0,1000.0,3500.0,2500.0,2.85,2.85,3.0,-0.15
214,Darren Sproles,RB,Eagles,NYJ,3500.0,4600.0,6900.0,3833.0,3450.0,333.0,-50.0,1100.0,3400.0,2300.0,3.65,3.65,3.0,0.65
215,Chris Moore,WR,Ravens,PIT,3500.0,4500.0,7000.0,3750.0,3500.0,250.0,0.0,1000.0,3500.0,2500.0,0.0,0.0,0.0,0.0
216,Trey Quinn,WR,Redskins,NE,3500.0,5100.0,7000.0,4250.0,3500.0,750.0,0.0,1600.0,3500.0,1900.0,7.97,7.98,6.1,1.88
217,Ryquell Armstead,RB,Jaguars,CAR,3400.0,4500.0,6700.0,3750.0,3350.0,350.0,-50.0,1100.0,3300.0,2200.0,3.15,3.15,6.1,-2.95
218,Keke Coutee,WR,Texans,ATL,3400.0,4500.0,6700.0,3750.0,3350.0,350.0,-50.0,1100.0,3300.0,2200.0,1.93,1.93,2.2,-0.27
219,Jared Cook,TE,Saints,TB,3400.0,5300.0,6000.0,4417.0,3000.0,1017.0,-400.0,1900.0,2600.0,700.0,4.25,4.25,3.2,1.05
220,Saints,DST,Saints,TB,3400.0,4000.0,6200.0,3333.0,3100.0,-67.0,-300.0,600.0,2800.0,2200.0,9.25,9.25,9.2,0.05
221,Cody Latimer,WR,Giants,MIN,3400.0,4700.0,6600.0,3917.0,3300.0,517.0,-100.0,1300.0,3200.0,1900.0,5.46,5.47,6.7,-1.23
222,Mike Davis,RB,Bears,OAK,3400.0,4700.0,6600.0,3917.0,3300.0,517.0,-100.0,1300.0,3200.0,1900.0,3.3,3.3,2.3,1.0
223,J.J. Nelson,WR,Raiders,CHI,3400.0,5000.0,6700.0,4167.0,3350.0,767.0,-50.0,1600.0,3300.0,1700.0,6.8,6.8,11.6,-4.8
224,Damien Harris,RB,Patriots,WAS,3400.0,4500.0,6700.0,3750.0,3350.0,350.0,-50.0,1100.0,3300.0,2200.0,0.0,0.0,0.0,0.0
225,Vernon Davis,TE,Redskins,NE,3400.0,4800.0,6900.0,4000.0,3450.0,600.0,50.0,1400.0,3500.0,2100.0,7.07,7.08,5.8,1.28
226,Dontrelle Inman,WR,Chargers,DEN,3400.0,5300.0,6600.0,4417.0,3300.0,1017.0,-100.0,1900.0,3200.0,1300.0,5.3,5.3,4.3,1.0
227,Devin Smith,WR,Cowboys,GB,3400.0,4900.0,6700.0,4083.0,3350.0,683.0,-50.0,1500.0,3300.0,1800.0,5.57,5.58,6.6,-1.02
228,James O'Shaughnessy,TE,Jaguars,CAR,3300.0,4500.0,6400.0,3750.0,3200.0,450.0,-100.0,1200.0,3100.0,1900.0,8.15,8.15,6.8,1.35
229,Samaje Perine,RB,Bengals,ARI,3300.0,4500.0,6400.0,3750.0,3200.0,450.0,-100.0,1200.0,3100.0,1900.0,0.0,0.0,1.3,-1.3
230,Tyler Eifert,TE,Bengals,ARI,3300.0,4600.0,6400.0,3833.0,3200.0,533.0,-100.0,1300.0,3100.0,1800.0,6.8,6.28,4.9,1.38
231,Texans,DST,Texans,ATL,3300.0,4300.0,6400.0,3583.0,3200.0,283.0,-100.0,1000.0,3100.0,2100.0,7.5,7.5,7.5,0.0
232,Bennie Fowler III,WR,Giants,MIN,3300.0,4700.0,6400.0,3917.0,3200.0,617.0,-100.0,1400.0,3100.0,1700.0,5.97,5.98,4.5,1.48
233,Trevor Davis,WR,Raiders,CHI,3300.0,4600.0,6400.0,3833.0,3200.0,533.0,-100.0,1300.0,3100.0,1800.0,5.73,5.73,5.6,0.13
234,Trey Burton,TE,Bears,OAK,3300.0,4800.0,6400.0,4000.0,3200.0,700.0,-100.0,1500.0,3100.0,1600.0,4.03,4.03,2.7,1.33
235,Josh Bellamy,WR,Jets,PHI,3300.0,4500.0,6400.0,3750.0,3200.0,450.0,-100.0,1200.0,3100.0,1900.0,1.33,1.33,1.5,-0.17
236,Benny Snell Jr.,RB,Steelers,BAL,3300.0,4500.0,6200.0,3750.0,3100.0,450.0,-200.0,1200.0,2900.0,1700.0,0.96,0.75,1.0,-0.25
237,Hayden Hurst,TE,Ravens,PIT,3300.0,4400.0,5600.0,3667.0,2800.0,367.0,-500.0,1100.0,2300.0,1200.0,5.87,5.88,4.9,0.98
238,Troymaine Pope,RB,Chargers,DEN,3300.0,5000.0,6400.0,4167.0,3200.0,867.0,-100.0,1700.0,3100.0,1400.0,3.8,3.8,10.4,-6.6
239,Jarius Wright,WR,Panthers,JAC,3200.0,4500.0,6300.0,3750.0,3150.0,550.0,-50.0,1300.0,3100.0,1800.0,5.65,5.65,4.4,1.25
240,Andy Isabella,WR,Cardinals,CIN,3200.0,4500.0,6300.0,3750.0,3150.0,550.0,-50.0,1300.0,3100.0,1800.0,0.16,0.17,0.2,-0.03
241,DeAndre Carter,WR,Texans,ATL,3200.0,4500.0,6300.0,3750.0,3150.0,550.0,-50.0,1300.0,3100.0,1800.0,0.22,0.22,0.1,0.12
242,Jordan Akins,TE,Texans,ATL,3200.0,4800.0,6300.0,4000.0,3150.0,800.0,-50.0,1600.0,3100.0,1500.0,8.65,8.65,7.5,1.15
243,Vikings,DST,Vikings,NYG,3200.0,4500.0,6300.0,3750.0,3150.0,550.0,-50.0,1300.0,3100.0,1800.0,7.75,7.75,7.8,-0.05
244,Adam Shaheen,TE,Bears,OAK,3200.0,4300.0,5200.0,3583.0,2600.0,383.0,-600.0,1100.0,2000.0,900.0,3.0,3.0,2.1,0.9
245,Ryan Switzer,WR,Steelers,BAL,3200.0,4500.0,6300.0,3750.0,3150.0,550.0,-50.0,1300.0,3100.0,1800.0,3.3,2.48,2.1,0.38
246,Miles Boykin,WR,Ravens,PIT,3200.0,4800.0,6000.0,4000.0,3000.0,800.0,-200.0,1600.0,2800.0,1200.0,5.45,5.45,4.8,0.65
247,Zay Jones,WR,Bills,TEN,3200.0,4500.0,6300.0,3750.0,3150.0,550.0,-50.0,1300.0,3100.0,1800.0,3.47,3.48,2.6,0.88
248,Robert Foster,WR,Bills,TEN,3200.0,4500.0,6300.0,3750.0,3150.0,550.0,-50.0,1300.0,3100.0,1800.0,0.0,0.0,0.0,0.0
249,Isaiah McKenzie,WR,Bills,TEN,3200.0,4500.0,6300.0,3750.0,3150.0,550.0,-50.0,1300.0,3100.0,1800.0,3.82,3.82,6.9,-3.08
250,Jakob Johnson,RB,Patriots,WAS,3200.0,4500.0,6300.0,3750.0,3150.0,550.0,-50.0,1300.0,3100.0,1800.0,0.0,0.0,0.0,0.0
251,Derrius Guice,RB,Redskins,NE,3200.0,5200.0,6000.0,4333.0,3000.0,1133.0,-200.0,2000.0,2800.0,800.0,6.8,6.8,5.3,1.5
252,Jordan Reed,TE,Redskins,NE,3200.0,4500.0,6000.0,3750.0,3000.0,550.0,-200.0,1300.0,2800.0,1500.0,0.0,0.0,7.1,-7.1
253,Devontae Booker,RB,Broncos,LAC,3200.0,4500.0,6300.0,3750.0,3150.0,550.0,-50.0,1300.0,3100.0,1800.0,0.0,0.0,0.0,0.0
254,Geremy Davis,WR,Chargers,DEN,3200.0,4500.0,6300.0,3750.0,3150.0,550.0,-50.0,1300.0,3100.0,1800.0,1.5,1.5,3.5,-2.0
255,Darrius Shepherd,WR,Packers,DAL,3200.0,4500.0,6300.0,3750.0,3150.0,550.0,-50.0,1300.0,3100.0,1800.0,0.0,0.0,0.0,0.0
256,Jordan Scarlett,RB,Panthers,JAC,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,0.0,0.0,0.0,0.0
257,Alex Erickson,WR,Bengals,ARI,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,3.5,2.62,1.6,1.02
258,Deonte Harris,WR,Saints,TB,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,1.57,1.58,1.2,0.38
259,Lil'Jordan Humphrey,WR,Saints,TB,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,0.0,0.0,0.0,0.0
260,Jon Hilliman,RB,Giants,MIN,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,2.3,2.3,1.3,1.0
261,Davion Davis,WR,Vikings,NYG,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,0.0,0.0,0.0,0.0
262,Darius Slayton,WR,Giants,MIN,3100.0,4800.0,6000.0,4000.0,3000.0,900.0,-100.0,1700.0,2900.0,1200.0,7.25,7.25,6.0,1.25
263,Isaiah Crowell,RB,Raiders,,3100.0,,6000.0,,3000.0,,-100.0,,2900.0,,0.0,0.0,,
264,Vyncint Smith,WR,Jets,PHI,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,0.0,0.0,4.4,-4.4
265,Tajae Sharpe,WR,Titans,BUF,3100.0,4800.0,6000.0,4000.0,3000.0,900.0,-100.0,1700.0,2900.0,1200.0,3.35,3.35,3.8,-0.45
266,Dawson Knox,TE,Bills,TEN,3100.0,4800.0,5500.0,4000.0,2750.0,900.0,-350.0,1700.0,2400.0,700.0,7.32,7.32,6.3,1.02
267,Bills,DST,Bills,TEN,3100.0,4300.0,6600.0,3583.0,3300.0,483.0,200.0,1200.0,3500.0,2300.0,7.5,7.5,8.2,-0.7
268,Wendell Smallwood,RB,Redskins,NE,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,1.42,1.42,2.1,-0.68
269,Fred Brown,WR,Broncos,LAC,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,0.0,0.0,0.0,0.0
270,Andre Patton,WR,Chargers,DEN,3100.0,4500.0,6000.0,3750.0,3000.0,650.0,-100.0,1400.0,2900.0,1500.0,2.1,2.1,3.2,-1.1
271,Reggie Bonnafon,RB,Panthers,JAC,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.12,0.12,0.5,-0.38
272,Alex Armah,RB,Panthers,JAC,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,1.92,1.92,3.6,-1.68
273,Tyler Ervin,RB,Jaguars,CAR,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
274,Devine Ozigbo,RB,Jaguars,CAR,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
275,Roc Thomas,RB,Jaguars,,3000.0,,6000.0,,3000.0,,0.0,,3000.0,,0.0,0.0,,
276,Chris Hogan,WR,Panthers,JAC,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,1.35,1.35,1.0,0.35
277,Brandon Zylstra,WR,Panthers,JAC,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.6,-0.6
278,Ray-Ray McCloud,WR,Panthers,JAC,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
279,C.J. Board,WR,Jaguars,CAR,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
280,Jaguars,DST,Jaguars,CAR,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,5.25,5.25,5.2,0.05
281,Trayveon Williams,RB,Bengals,ARI,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
282,D.J. Foster,RB,Cardinals,CIN,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
283,Damion Willis,WR,Bengals,ARI,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,2.53,2.35,2.3,0.05
284,Trent Sherfield,WR,Cardinals,CIN,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.62,0.62,1.0,-0.38
285,Kenjon Barner,RB,Falcons,HOU,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.46,0.47,0.3,0.17
286,Brian Hill,RB,Falcons,HOU,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,3.0,-3.0
287,Keith Smith,RB,Falcons,,3000.0,,6000.0,,3000.0,,0.0,,3000.0,,0.0,0.0,,
288,Taiwan Jones,RB,Texans,ATL,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
289,Buddy Howell,RB,Texans,ATL,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
290,Cullen Gillaspia,RB,Texans,ATL,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
291,Justin Hardy,WR,Falcons,HOU,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,2.42,2.42,2.4,0.02
292,Russell Gage,WR,Falcons,HOU,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.55,0.55,0.9,-0.35
293,Olamide Zaccheaus,WR,Falcons,HOU,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
294,Dwayne Washington,RB,Saints,TB,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,3.8,-3.8
295,Zach Line,RB,Saints,TB,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.32,0.32,0.3,0.02
296,T.J. Logan,RB,Buccaneers,NO,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
297,Austin Carr,WR,Saints,TB,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,2.9,-2.9
298,Justin Watson,WR,Buccaneers,NO,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.57,0.58,1.8,-1.22
299,Bobo Wilson,WR,Buccaneers,NO,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.6,0.6,0.5,0.1
300,Scotty Miller,WR,Buccaneers,NO,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
301,Cameron Brate,TE,Buccaneers,NO,3000.0,4900.0,6300.0,4083.0,3150.0,1083.0,150.0,1900.0,3300.0,1400.0,5.27,5.28,4.2,1.08
302,Ameer Abdullah,RB,Vikings,NYG,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,1.1,1.1,0.9,0.2
303,Mike Boone,RB,Vikings,NYG,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.7,0.7,2.8,-2.1
304,C.J. Ham,RB,Vikings,NYG,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,1.25,1.25,0.8,0.45
305,Laquon Treadwell,WR,Vikings,,3000.0,,6000.0,,3000.0,,0.0,,3000.0,,0.0,0.0,,
306,Olabisi Johnson,WR,Vikings,NYG,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,1.87,1.88,5.5,-3.62
307,TJ Jones,WR,Giants,MIN,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,4.26,4.27,3.8,0.47
308,Cody Core,WR,Giants,MIN,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,1.45,1.45,4.3,-2.85
309,Kyle Rudolph,TE,Vikings,NYG,3000.0,4500.0,5900.0,3750.0,2950.0,750.0,-50.0,1500.0,2900.0,1400.0,2.05,2.05,1.4,0.65
310,Irv Smith Jr.,TE,Vikings,NYG,3000.0,4500.0,5000.0,3750.0,2500.0,750.0,-500.0,1500.0,2000.0,500.0,2.85,2.85,3.0,-0.15
311,Alec Ingold,RB,Raiders,CHI,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.02,0.02,0.1,-0.08
312,DeAndre Washington,RB,Raiders,CHI,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,3.27,3.28,2.8,0.48
313,Riley Ridley,WR,Bears,OAK,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.0,0.0,0.0,0.0
314,Dwayne Harris,WR,Raiders,,3000.0,,6000.0,,3000.0,,0.0,,3000.0,,0.85,0.85,,
315,Keelan Doss,WR,Raiders,CHI,3000.0,4500.0,6000.0,3750.0,3000.0,750.0,0.0,1500.0,3000.0,1500.0,0.8,0.8,1.9,-1.1
