Instructions,,,,,,,,,,,,,,
1) Create a lineup by inserting any player from this list into their appropriate position columns,,,,,,,,,,,,,,
2) You can paste either the Player ID + Name OR ID from their respective columns,,,,,,,,,,,,,,
3) Any information to the right of the last position column will be ignored in the upload,,,,,,,,,,,,,,
4) Maximum of 250 lineups per upload,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier
38352-28744:Raheem Mostert,38352-28744,RB,Raheem,Raheem Mostert,Mostert,4.5,1,5600,SF@CIN,SF,CIN,,,
38352-11505:Emmanuel Sanders,38352-11505,WR,Emmanuel,Emmanuel Sanders,Sanders,17.10000038,1,5600,CHI@DEN,DEN,CHI,,,
38352-32045:Vance McDonald,38352-32045,TE,Vance,Vance McDonald,McDonald,5,1,5600,SEA@PIT,PIT,SEA,,,
38352-56698:Dante Pettis,38352-56698,WR,Dante,Dante Pettis,Pettis,1.200000048,1,5600,SF@CIN,SF,CIN,,,
38352-28080:Devin Funchess,38352-28080,WR,Devin,Devin Funchess,Funchess,4.699999809,1,5600,IND@TEN,IND,TEN,IR,Collarbone,
38352-40647:Marquez Valdes-Scantling,38352-40647,WR,Marquez,Marquez Valdes-Scantling,Valdes-Scantling,7.199999809,1,5600,MIN@GB,GB,MIN,,,
38352-41741:DaeSean Hamilton,38352-41741,WR,DaeSean,DaeSean Hamilton,Hamilton,1.5,1,5600,CHI@DEN,DEN,CHI,,,
38352-27771:Cody Latimer,38352-27771,WR,Cody,Cody Latimer,Latimer,8.899999619,1,5500,BUF@NYG,NYG,BUF,,,
38352-30989:Kenyan Drake,38352-30989,RB,Kenyan,Kenyan Drake,Drake,3.700000048,1,5500,NE@MIA,MIA,NE,,,
38352-55748:James Washington,38352-55748,WR,James,James Washington,Washington,6.099999905,1,5500,SEA@PIT,PIT,SEA,,,
38352-32234:Malcolm Brown,38352-32234,RB,Malcolm,Malcolm Brown,Brown,17.29999924,1,5500,NO@LAR,LAR,NO,,,
38352-6883:Larry Fitzgerald,38352-6883,WR,Larry,Larry Fitzgerald,Fitzgerald,21.29999924,1,5500,ARI@BAL,ARI,BAL,,,
38352-14257:Randall Cobb,38352-14257,WR,Randall,Randall Cobb,Cobb,14.89999962,1,5500,DAL@WAS,DAL,WAS,,,
38352-55323:Jaylen Samuels,38352-55323,RB,Jaylen,Jaylen Samuels,Samuels,1.100000024,1,5400,SEA@PIT,PIT,SEA,,,
38352-64576:Damien Harris,38352-64576,RB,Damien,Damien Harris,Harris,0,0,5400,NE@MIA,NE,MIA,,,
38352-72846:A.J. Brown,38352-72846,WR,A.J.,A.J. Brown,Brown,11.5,1,5400,IND@TEN,TEN,IND,,,
38352-11512:Jimmy Graham,38352-11512,TE,Jimmy,Jimmy Graham,Graham,10.5,1,5400,MIN@GB,GB,MIN,,,
38352-25011:Darren Waller,38352-25011,TE,Darren,Darren Waller,Waller,10.5,1,5400,KC@OAK,OAK,KC,,,
38352-60858:Christian Kirk,38352-60858,WR,Christian,Christian Kirk,Kirk,8.399999619,1,5400,ARI@BAL,ARI,BAL,,,
38352-30297:Trey Burton,38352-30297,TE,Trey,Trey Burton,Burton,7.506249905,16,5400,CHI@DEN,CHI,DEN,Q,Groin,
38352-52917:DJ Chark Jr.,38352-52917,WR,DJ,DJ Chark Jr.,Chark Jr.,22.60000038,1,5400,JAC@HOU,JAC,HOU,,,
38352-64242:Keke Coutee,38352-64242,WR,Keke,Keke Coutee,Coutee,8.116666794,6,5400,JAC@HOU,HOU,JAC,Q,Ankle,
38352-28473:Carlos Hyde,38352-28473,RB,Carlos,Carlos Hyde,Hyde,9,1,5400,JAC@HOU,HOU,JAC,,,
38352-31561:Donte Moncrief,38352-31561,WR,Donte,Donte Moncrief,Moncrief,2.200000048,1,5400,SEA@PIT,PIT,SEA,,,
38352-39859:Jack Doyle,38352-39859,TE,Jack,Jack Doyle,Doyle,2.5,1,5400,IND@TEN,IND,TEN,,,
38352-8117:Danny Amendola,38352-8117,WR,Danny,Danny Amendola,Amendola,19.89999962,1,5400,LAC@DET,DET,LAC,,,
38352-42107:Robert Foster,38352-42107,WR,Robert,Robert Foster,Foster,7.781818043,11,5300,BUF@NYG,BUF,NYG,,,
38352-63625:Nyheim Hines,38352-63625,RB,Nyheim,Nyheim Hines,Hines,3.700000048,1,5300,IND@TEN,IND,TEN,,,
