"Id","Position","First Name","Nickname","Last Name","FPPG","Played","Salary","Game","Team","Opponent","Injury Indicator","Injury Details","Tier","",""
"38945-29956","TE","Joshua","Joshua Perkins","Perkins","3.066666603088379","3","4000","NYJ@PHI","PHI","NYJ","","","","",""
"38945-34073","TE","Ryan","Ryan Griffin","Griffin","1.1666666666666667","3","4000","NYJ@PHI","NYJ","PHI","","","","",""
"38945-83226","TE","Kevin","Kevin Rader","Rader","0","0","4000","BAL@PIT","PIT","BAL","","","","",""
"38945-64833","TE","Alize","Alize Mack","Mack","0","0","4000","BAL@PIT","PIT","BAL","","","","",""
"38945-56711","TE","Drew","Drew Sample","Sample","3.5","1","4000","ARI@CIN","CIN","ARI","","","","",""
"38945-22920","TE","Derek","Derek Carrier","Carrier","4.800000190734863","1","4000","CHI@OAK","OAK","CHI","","","","",""
"38945-63907","TE","Josh","Josh Oliver","Oliver","0","0","4000","JAC@CAR","JAC","CAR","O","Hamstring","","",""
"38945-80294","TE","Anthony","Anthony Firkser","Firkser","4.75","8","4000","BUF@TEN","TEN","BUF","","","","",""
"38945-26038","TE","Tyler","Tyler Kroft","Kroft","1.1199999809265138","5","4000","BUF@TEN","BUF","TEN","O","Ankle","","",""
"38945-47551","TE","Mason","Mason Schreck","Schreck","0","0","4000","ARI@CIN","CIN","ARI","","","","",""
"38945-84440","TE","Jaeden","Jaeden Graham","Graham","0","0","4000","ATL@HOU","ATL","HOU","","","","",""
"38945-103900","TE","Brandon","Brandon Dillon","Dillon","0","0","4000","MIN@NYG","MIN","NYG","","","","",""
"38945-80353","TE","Robert","Robert Tonyan","Tonyan","1.933333396911621","3","4000","GB@DAL","GB","DAL","","","","",""
"38945-31207","TE","C.J.","C.J. Uzomah","Uzomah","2.866666793823242","3","4000","ARI@CIN","CIN","ARI","","","","",""
"38945-27117","TE","Sean","Sean Culkin","Culkin","0.8500000238418579","2","4000","DEN@LAC","LAC","DEN","IR","Achilles","","",""
"38945-41469","TE","Darrell","Darrell Daniels","Daniels","0","2","4000","ARI@CIN","ARI","CIN","","","","",""
"38945-6672","TE","Marcedes","Marcedes Lewis","Lewis","1.9249999523162842","4","4000","GB@DAL","GB","DAL","","","","",""
"38945-62998","TE","Jace","Jace Sternberger","Sternberger","0","0","4000","GB@DAL","GB","DAL","IR","Ankle","","",""
"38945-22065","TE","Rhett","Rhett Ellison","Ellison","1.8250000476837158","4","4000","MIN@NYG","NYG","MIN","","","","",""
"38945-52795","TE","Charles","Charles Jones","Jones","0","0","4000","JAC@CAR","JAC","CAR","","","","",""
"38945-39492","TE","Josh","Josh Hill","Hill","1.8666666348775227","3","4000","TB@NO","NO","TB","","","","",""
"38945-18009","TE","Chris","Chris Manhertz","Manhertz","4.066666603088379","3","4000","JAC@CAR","CAR","JAC","O","Concussion","","",""
"38945-29277","TE","Stephen","Stephen Anderson","Anderson","0","0","4000","DEN@LAC","LAC","DEN","","","","",""
"38945-56925","TE","Charles","Charles Scarff","Scarff","0","0","4000","BAL@PIT","BAL","PIT","","","","",""
"38945-80546","TE","Dan","Dan Arnold","Arnold","3.857142857142857","7","4000","TB@NO","NO","TB","","","","",""
"38945-62119","TE","C.J.","C.J. Conrad","Conrad","0","0","4000","MIN@NYG","NYG","MIN","","","","",""
"38945-62127","TE","Cole","Cole Hikutini","Hikutini","0","0","4000","GB@DAL","DAL","GB","","","","",""
"38945-28346","TE","Maxx","Maxx Williams","Williams","2.3999999364217124","3","4000","ARI@CIN","ARI","CIN","","","","",""
"38945-70335","TE","Seth","Seth DeValve","DeValve","3.1799999237060548","5","4000","JAC@CAR","JAC","CAR","","","","",""
"38945-70341","TE","Moritz","Moritz Boehringer","Boehringer","0","0","4000","ARI@CIN","CIN","ARI","","","","",""
"38945-70342","TE","Temarrick","Temarrick Hemingway","Hemingway","0","0","4000","JAC@CAR","CAR","JAC","","","","",""
"38945-29390","TE","Evan","Evan Baylis","Baylis","0","0","4000","GB@DAL","GB","DAL","","","","",""
"38945-64221","TE","Zach","Zach Gentry","Gentry","0","0","4000","BAL@PIT","PIT","BAL","","","","",""
"38945-55042","TE","Dalton","Dalton Schultz","Schultz","2.200000047683716","8","4000","GB@DAL","DAL","GB","","","","",""
"38945-12055","TE","Logan","Logan Paulsen","Paulsen","2.8000000544956754","7","4000","ATL@HOU","HOU","ATL","","","","",""
"38945-40746","TE","Troy","Troy Fumagalli","Fumagalli","1.2000000476837158","1","4000","DEN@LAC","DEN","LAC","","","","",""
"38945-55099","TE","Ian","Ian Bunting","Bunting","0","0","4000","NYJ@PHI","NYJ","PHI","","","","",""
"38945-38722","TE","Cethan","Cethan Carter","Carter","0","0","4000","ARI@CIN","CIN","ARI","","","","",""
"38945-72515","TE","Ian","Ian Thomas","Thomas","0","1","4000","JAC@CAR","CAR","JAC","","","","",""
"38945-70489","TE","Ben","Ben Braunecker","Braunecker","3.4000000953674316","1","4000","CHI@OAK","CHI","OAK","","","","",""
"38945-38753","TE","Jake","Jake Butt","Butt","4.166666666666667","3","4000","DEN@LAC","DEN","LAC","IR","Knee","","",""
"38945-55153","TE","Garrett","Garrett Dickerson","Dickerson","0","0","4000","MIN@NYG","NYG","MIN","","","","",""
"38945-39814","TE","Jordan","Jordan Leggett","Leggett","1.8769230475792518","13","4000","TB@NO","TB","NO","","","","",""
"38945-56212","TE","Tommy","Tommy Sweeney","Sweeney","1.7666667302449544","3","4000","BUF@TEN","BUF","TEN","","","","",""
"38945-29592","TE","Xavier","Xavier Grimble","Grimble","0.4000000059604645","2","4000","BAL@PIT","PIT","BAL","","","","",""
"38945-55209","TE","Nate","Nate Becker","Becker","0","0","4000","BUF@TEN","BUF","TEN","","","","",""
"38945-30654","TE","Jerell","Jerell Adams","Adams","0","0","4000","ATL@HOU","HOU","ATL","","","","",""
"38945-54239","TE","Matt","Matt Sokol","Sokol","0","0","4000","DEN@LAC","LAC","DEN","","","","",""
"38945-14304","TE","Luke","Luke Stocker","Stocker","0.8999999761581421","4","4000","ATL@HOU","ATL","HOU","","","","",""
"38945-104421","TE","Jesper","Jesper Horsted","Horsted","0","0","4000","CHI@OAK","CHI","OAK","","","","",""
"38945-57325","TE","Jordan","Jordan Franks","Franks","1.566666603088379","3","4000","ARI@CIN","CIN","ARI","","","","",""
"38945-48116","TE","Jonnu","Jonnu Smith","Smith","2.066666603088379","3","4000","BUF@TEN","TEN","BUF","","","","",""
"38945-12530","D","Dallas","Dallas Cowboys","Cowboys","7.5","4","3900","GB@DAL","DAL","GB","","","","",""
"38945-12528","D","Cincinnati","Cincinnati Bengals","Bengals","2.75","4","3700","ARI@CIN","CIN","ARI","","","","",""
"38945-12546","D","Arizona","Arizona Cardinals","Cardinals","3.25","4","3700","ARI@CIN","ARI","CIN","","","","",""
"38945-12543","D","New York","New York Giants","Giants","7.25","4","3600","MIN@NYG","NYG","MIN","","","","",""
"38945-12551","D","Tampa Bay","Tampa Bay Buccaneers","Buccaneers","11","4","3500","TB@NO","TB","NO","","","","",""
"38945-12533","D","Green Bay","Green Bay Packers","Packers","9.5","4","3400","GB@DAL","GB","DAL","","","","",""
"38945-12547","D","Pittsburgh","Pittsburgh Steelers","Steelers","9.25","4","3400","BAL@PIT","PIT","BAL","","","","",""
"38945-12525","D","Atlanta","Atlanta Falcons","Falcons","2.75","4","3300","ATL@HOU","ATL","HOU","","","","",""
"38945-12544","D","New York","New York Jets","Jets","13","3","3100","NYJ@PHI","NYJ","PHI","","","","",""
"38945-12552","D","Washington","Washington Redskins","Redskins","4","4","2500","NE@WAS","WAS","NE","","","","",""
